// Band 0
Sprite,Foreground,Centre,"sb\band.png",58,300
 F,49497,49489,0,0.5
 L,49497,22
  M,0,0,2500,60,302,56,302
  R,1,0,2500,0,0.01
  M,0,2500,5000,56,302,60,298
  R,1,2500,5000,0.01,-0.01
  M,0,5000,7500,60,298,56,298
  R,1,5000,7500,-0.01,0.01
  M,0,7500,10000,56,298,60,302
  R,1,7500,10000,0.01,0
 V,0,49489,49522,2,7.5,2,7.5
 V,0,49522,49555,2,7.5,2,7.5
 V,0,49555,49588,2,7.5,2,7.5
 V,0,49588,49621,2,7.5,2,7.5
 V,0,49621,49654,2,7.5,2,7.5
 V,0,49654,49687,2,7.5,2,7.5
 V,0,49687,49720,2,7.5,2,7.5
 V,0,49720,49753,2,7.5,2,7.5
 V,0,49753,49786,2,7.5,2,7.5
 V,0,49786,49819,2,7.5,2,7.5
 V,0,49819,49852,2,7.5,2,7.5
 V,0,49852,49885,2,7.5,2,7.5
 V,0,49885,49918,2,7.5,2,7.5
 V,0,49918,49951,2,7.5,2,7.5
 V,0,49951,49984,2,7.5,2,7.5
 V,0,49984,50017,2,7.5,2,7.5
 V,0,50017,50050,2,7.5,2,7.5
 V,0,50050,50083,2,7.5,2,7.5
 V,0,50083,50116,2,7.5,2,7.5
 V,0,50116,50149,2,7.5,2,7.5
 V,0,50149,50182,2,7.5,2,7.5
 V,0,50182,50215,2,7.5,2,7.5
 V,0,50215,50248,2,7.5,2,7.5
 V,0,50248,50281,2,7.5,2,7.5
 V,0,50281,50314,2,7.5,2,7.5
 V,0,50314,50347,2,7.5,2,7.5
 V,0,50347,50380,2,7.5,2,7.5
 V,0,50380,50413,2,7.5,2,7.5
 V,0,50413,50446,2,7.5,2,7.5
 V,0,50446,50479,2,7.5,2,7.5
 V,0,50479,50512,2,7.5,2,7.5
 V,0,50512,50545,2,7.5,2,7.5
 V,0,50545,50578,2,7.5,2,7.5
 V,0,50578,50611,2,7.5,2,7.5
 V,0,50611,50644,2,7.5,2,7.5
 V,0,50644,50677,2,7.5,2,7.5
 V,0,50677,50710,2,7.5,2,7.5
 V,0,50710,50743,2,7.5,2,7.5
 V,0,50743,50776,2,7.5,2,7.5
 V,0,50776,50809,2,7.5,2,7.5
 V,0,50809,50842,2,7.5,2,7.5
 V,0,50842,50875,2,7.5,2,7.5
 V,0,50875,50908,2,7.5,2,7.5
 V,0,50908,50941,2,7.5,2,7.5
 V,0,50941,50974,2,7.5,2,7.5
 V,0,50974,51007,2,7.5,2,7.5
 V,0,51007,51040,2,7.5,2,7.5
 V,0,51040,51073,2,7.5,2,7.5
 V,0,51073,51106,2,7.5,2,7.5
 V,0,51106,51139,2,7.5,2,7.5
 V,0,51139,51172,2,7.5,2,7.5
 V,0,51172,51205,2,7.5,2,7.5
 V,0,51205,51238,2,7.5,2,7.5
 V,0,51238,51271,2,7.5,2,7.5
 V,0,51271,51304,2,7.5,2,7.5
 V,0,51304,51337,2,7.5,2,7.5
 V,0,51337,51370,2,7.5,2,7.5
 V,0,51370,51403,2,7.5,2,7.5
 V,0,51403,51436,2,7.5,2,7.5
 V,0,51436,51469,2,7.5,2,7.5
 V,0,51469,51502,2,7.5,2,7.5
 V,0,51502,51535,2,7.5,2,7.5
 V,0,51535,51568,2,7.5,2,7.5
 V,0,51568,51601,2,7.5,2,7.5
 V,0,51601,51634,2,7.5,2,7.5
 V,0,51634,51667,2,7.5,2,7.5
 V,0,51667,51700,2,7.5,2,7.5
 V,0,51700,51733,2,7.5,2,7.5
 V,0,51733,51766,2,7.5,2,7.5
 V,0,51766,51799,2,7.5,2,7.5
 V,0,51799,51832,2,7.5,2,7.5
 V,0,51832,51865,2,7.5,2,7.5
 V,0,51865,51898,2,7.5,2,7.5
 V,0,51898,51931,2,7.5,2,7.5
 V,0,51931,51964,2,7.5,2,7.5
 V,0,51964,51997,2,7.5,2,7.5
 V,0,51997,52030,2,7.5,2,7.5
 V,0,52030,52063,2,7.5,2,7.5
 V,0,52063,52096,2,7.5,2,7.5
 V,0,52096,52129,2,7.5,2,7.5
 V,0,52129,52162,2,7.5,2,7.5
 V,0,52162,52195,2,7.5,2,7.5
 V,0,52195,52228,2,7.5,2,7.5
 V,0,52228,52261,2,7.5,2,7.5
 V,0,52261,52294,2,7.5,2,7.5
 V,0,52294,52327,2,7.5,2,7.5
 V,0,52327,52360,2,7.5,2,7.5
